@relation temporalexpression

@attribute phrase string
@attribute hasDay {0,1}
@attribute hasMonth {0,1}
@attribute hasNumString {0,1}
@attribute hasRefExpr1 {0,1}
@attribute hasRefExpr2 {0,1}
@attribute hasTimeRef {0,1}
@attribute hasDatePattern {0,1}
@attribute hasTimePattern {0,1}
@attribute hasTemporalModifier {0,1}
@attribute hasMeasurementUnit {0,1}
@attribute class {NONE,DURATION,DATE,TIME,RDT,RT}

@data
'an adenosine stress test', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'last week', 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, RDT
'X minutes', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'XX %', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'predicted heart rate', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the second part', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, NONE
'the sleep study', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'June XX , XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'X:XX p.m.', 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, TIME
'RWH', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Esley Community Hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXth floor sleep lab', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'phone number', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXX-XXX-XXXX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'This', 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'you', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'your patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'JEMSKOP', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'COT', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Emergency Department', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Ro Woodma Healthcare', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XXXX XX:XX AM', 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, DATE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'cardiac catheterization', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'a left ventricular', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'diastolic pressure', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX millimeters', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'mercury', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'multiple myeloma', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'radiation therapy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'TX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX cGy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'An MRI', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'gadolinium', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'the spine', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a right posterior lateral epidural mass', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'TX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'last month', 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, RDT
'TXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the next XX hours', 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, DURATION
'transit', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the patient & apos', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'extremity', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'addition', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX am', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, TIME
'a five day course', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'intravenous IgG', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'infection control', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Vancomycin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Yesterday afternoon', 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, RDT
'his regimen', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'improved MRSA coverage', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'erythema', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the lateral right lower extremity', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'This', 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'you', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'your patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'CRITCHE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'NIFREDEDRHET', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Emergency Department', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Ro Woodma Healthcare', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XXXX XX:XX PM', 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, DATE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her usual state', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'excellent health', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'July', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a left clavicular mass', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Stonge', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'Bri Health', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a X x X cm', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'mid clavicular mass', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the past four weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'the patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'progressive shortness', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'breath and mid thoracic', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an elective termination', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her pregnancy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'An ERCP', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'there', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'next year', 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, RDT
'a long segment', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'distal narrowing', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the common bileduct', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a transhepatic biliary drain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'December XX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'January X', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'a chest tube', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a loculated pleural effusion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a chest xray', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a left apicalpneumothorax', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'chest xray', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'January X', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'an approximately XX pound weight loss', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'six weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'some constipation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'lighter colored stools', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'darkened urine and fatigue', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'increased shortness', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'breath , orthopnea and dyspnea', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'exertion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'abdominal', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'approximately two times', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'a week', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'therapeutic', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'broad spectrum antibiotics', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX day course', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'clinical SBP', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Operating Room', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an exploratory laparotomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'TAH / BSO', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'omental biopsy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'This', 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'you', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'your patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'BREUNDAIL', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'NETFA', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Emergency Department', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Fairm', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Ijordcompmac Hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XXXX XX:XX AM', 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, DATE
'the fall', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'nipple changes and discomfort', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a Wood Emergency Department', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'six days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'aerobics', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'three times', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'a week', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'a couple', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the following three medications', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'exertional angina and chest pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'light-headedness', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'nine years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'frequency', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the past year', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'light-headedness and chest pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a dull pressure', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her neck', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her substernal area', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'only minimal exertion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'& quot', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXX XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the room & quot', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'she', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'atrial fibrillation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'spontaneously a few days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, NONE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'extubation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'approximately two weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'Bactrim', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a steroid taper', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'his respiratory rate', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his oxygen saturation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Intensive Care Unit', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'Gentamicin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Vancomycin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Pentamidine', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Prednisone', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX pound weight loss', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'the past XX months', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'an increased appetite . remote pipe smoking use', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXX-XXXX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'two units', 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, NONE
'packed red blood cells', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the hematocrit', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the following day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'Biopsy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'colonoscopy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/X/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'XX/XX/XXXX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'bowel preparation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the surgery', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XXXX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'the patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'atotal abdominal hysterectomy , bilateral salpingooophorectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'bilateral node dissection', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'omentectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'lysis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'adhesions', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'removal', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'mass', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'surface', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'transverse colon', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'potassium levels', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two times', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'week', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'Mrs. Dua', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'a XX year old white female', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'an unclear history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hypertension', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'at least five years', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'her usual state', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'health', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'around XX:XX', 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, TIME
'October XX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'the phone', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'difficulty', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'talking', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'A magnetic resonance imaging study', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an outpatient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'three months', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'a small vascular malformation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the hemorrhage', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'bedrest', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'trouble', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'postoperative day number three', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, RDT
'the Foley catheter', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the emergency room', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX/XX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'they', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an abdominal CT', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'that', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX x XX x XX cm pelvic mass', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'multiple enlarged lymph nodes', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'q day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'Pre Health', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'June XX , XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'the Verg Medical Center Intensive Care Unit', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'evaluation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'thrombotic thrombocytopenic purpura and bronchiolitis obliterans organizing pneumonia', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'May XX , XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'Pre Health', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'fever', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'cough , dyspnea', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a chest x-ray', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a patchy infiltrate', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the right lung', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'May XX , XXXX', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'XX %', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'a temperature', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXX.X degrees', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Cerebrovascular accident', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'the pontine region', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hypertension', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'The opinion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the Renal', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'renal failure', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'it', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'dialysis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'dialysis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'three times', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'week', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'She', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Ryna Jescdrig', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'XX-year-old', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Dr. Lenni Lung', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'the Vascular Surgery Department', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'approximately three to four weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'The patient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an XX year old male', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'a year', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'next day', 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, RDT
'a history', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hypertension', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'who', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an asymptomatic X cm abdominal aortic aneurysm', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'CT', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the emergency room', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'May', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'three myocardial infarctions', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'chronic anemia', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'XXX/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'a bone marrow biopsy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'myelodysplastic syndrome', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a low hematocrit', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an outpatient', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'two weeks', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'transfusion', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XX pack year history', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'tobacco', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'Mr. Vinktlandfreierm', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'Owaleharbo Tanaminer Hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'approximately four days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'admission mylanta', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
